a_x,m,b,0.2138787786483042,-3.4972882108194416
a_y,m,b,0.15445186999092275,2.1322175518978463
a_z,m,b,0.3087061092555255,5.514993728465916
w_x,0.07349999999999998
w_y,-0.04046875000000003
w_z,0.08001875000000001
"['m_x', 'm_x0']",10.136363636363637
"['m_y', 'm_y0']",35.86363636363636
"['m_z', 'm_z0']",-0.10204081632653061
accel covariance0x0,0.015403398551948208
accel covariance0x1,0.020668863079819216
accel covariance0x2,-0.035377087122842175
accel covariance1x0,0.020668863079819216
accel covariance1x1,0.06486204196461877
accel covariance1x2,-0.022590874505605194
accel covariance2x0,-0.035377087122842175
accel covariance2x1,-0.022590874505605194
accel covariance2x2,0.09792257902285302
